
1 2 3 4 5 6 7 8 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 24 26 49 62 29 
33 44 31 63 0 43 32 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 24 0 49 62 29 
33 44 31 63 26 43 32 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 0 24 49 62 29 
33 44 31 63 26 43 32 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 24 49 62 29 
33 44 31 0 26 43 32 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 24 49 62 29 
33 44 31 26 0 43 32 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 24 49 62 29 
33 44 31 26 43 0 32 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 24 0 62 29 
33 44 31 26 43 49 32 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 0 24 62 29 
33 44 31 26 43 49 32 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 24 62 29 
33 44 31 26 0 49 32 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 24 62 29 
33 44 31 26 49 0 32 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 24 62 29 
33 44 31 26 49 32 0 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 24 0 29 
33 44 31 26 49 32 62 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 0 24 29 
33 44 31 26 49 32 62 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 32 24 29 
33 44 31 26 49 0 62 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 32 24 29 
33 44 31 26 49 62 0 52 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 32 24 29 
33 44 31 26 49 62 52 0 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 32 24 0 
33 44 31 26 49 62 52 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 32 0 24 
33 44 31 26 49 62 52 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 32 52 24 
33 44 31 26 49 62 0 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 32 52 24 
33 44 31 26 49 62 29 0 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 32 52 0 
33 44 31 26 49 62 29 24 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 56 
28 40 51 63 43 32 0 52 
33 44 31 26 49 62 29 24 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 0 56 
28 40 51 63 43 32 23 52 
33 44 31 26 49 62 29 24 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 56 0 
28 40 51 63 43 32 23 52 
33 44 31 26 49 62 29 24 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 56 52 
28 40 51 63 43 32 23 0 
33 44 31 26 49 62 29 24 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 56 52 
28 40 51 63 43 32 0 23 
33 44 31 26 49 62 29 24 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 0 52 
28 40 51 63 43 32 56 23 
33 44 31 26 49 62 29 24 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 52 0 
28 40 51 63 43 32 56 23 
33 44 31 26 49 62 29 24 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 52 23 
28 40 51 63 43 32 56 0 
33 44 31 26 49 62 29 24 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 52 23 
28 40 51 63 43 32 56 24 
33 44 31 26 49 62 29 0 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 52 23 
28 40 51 63 43 32 56 24 
33 44 31 26 49 62 0 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 52 23 
28 40 51 63 43 32 0 24 
33 44 31 26 49 62 56 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 0 23 
28 40 51 63 43 32 52 24 
33 44 31 26 49 62 56 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 0 
28 40 51 63 43 32 52 24 
33 44 31 26 49 62 56 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 40 51 63 43 32 52 0 
33 44 31 26 49 62 56 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 40 51 63 43 32 0 52 
33 44 31 26 49 62 56 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 40 51 63 43 0 32 52 
33 44 31 26 49 62 56 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 40 51 63 0 43 32 52 
33 44 31 26 49 62 56 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 40 51 0 63 43 32 52 
33 44 31 26 49 62 56 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 40 0 51 63 43 32 52 
33 44 31 26 49 62 56 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 40 31 51 63 43 32 52 
33 44 0 26 49 62 56 29 
38 57 25 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 40 31 51 63 43 32 52 
33 44 25 26 49 62 56 29 
38 57 0 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 40 31 51 63 43 32 52 
33 44 25 26 49 62 56 29 
38 0 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 40 31 51 63 43 32 52 
33 0 25 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 0 31 51 63 43 32 52 
33 40 25 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 31 0 51 63 43 32 52 
33 40 25 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 31 25 51 63 43 32 52 
33 40 0 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 31 25 51 63 43 32 52 
33 0 40 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 0 25 51 63 43 32 52 
33 31 40 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 25 0 51 63 43 32 52 
33 31 40 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 25 40 51 63 43 32 52 
33 31 0 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 25 40 51 63 43 32 52 
33 0 31 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
28 25 40 51 63 43 32 52 
0 33 31 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
0 25 40 51 63 43 32 52 
28 33 31 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 0 40 51 63 43 32 52 
28 33 31 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 40 0 51 63 43 32 52 
28 33 31 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 40 51 0 63 43 32 52 
28 33 31 26 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 40 51 26 63 43 32 52 
28 33 31 0 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 40 51 26 63 43 32 52 
28 33 0 31 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 40 0 26 63 43 32 52 
28 33 51 31 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 40 26 0 63 43 32 52 
28 33 51 31 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 40 26 31 63 43 32 52 
28 33 51 0 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 40 26 31 63 43 32 52 
28 33 0 51 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 40 26 31 63 43 32 52 
28 0 33 51 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 0 26 31 63 43 32 52 
28 40 33 51 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 0 31 63 43 32 52 
28 40 33 51 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 31 0 63 43 32 52 
28 40 33 51 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 31 51 63 43 32 52 
28 40 33 0 49 62 56 29 
38 44 57 27 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 31 51 63 43 32 52 
28 40 33 27 49 62 56 29 
38 44 57 0 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 31 51 63 43 32 52 
28 40 33 27 49 62 56 29 
38 44 0 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 31 51 63 43 32 52 
28 40 0 27 49 62 56 29 
38 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 0 51 63 43 32 52 
28 40 31 27 49 62 56 29 
38 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 51 0 63 43 32 52 
28 40 31 27 49 62 56 29 
38 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 51 27 63 43 32 52 
28 40 31 0 49 62 56 29 
38 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 51 27 63 43 32 52 
28 40 0 31 49 62 56 29 
38 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 0 27 63 43 32 52 
28 40 51 31 49 62 56 29 
38 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 0 63 43 32 52 
28 40 51 31 49 62 56 29 
38 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
28 40 51 0 49 62 56 29 
38 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
28 40 0 51 49 62 56 29 
38 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
28 0 40 51 49 62 56 29 
38 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
0 28 40 51 49 62 56 29 
38 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
38 28 40 51 49 62 56 29 
0 44 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
38 28 40 51 49 62 56 29 
44 0 33 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
38 28 40 51 49 62 56 29 
44 33 0 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
38 28 0 51 49 62 56 29 
44 33 40 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
38 0 28 51 49 62 56 29 
44 33 40 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
38 33 28 51 49 62 56 29 
44 0 40 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
38 33 28 51 49 62 56 29 
44 40 0 57 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
38 33 28 51 49 62 56 29 
44 40 57 0 37 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
38 33 28 51 49 62 56 29 
44 40 57 37 0 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 63 43 32 52 
38 33 28 51 0 62 56 29 
44 40 57 37 49 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 31 0 43 32 52 
38 33 28 51 63 62 56 29 
44 40 57 37 49 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 0 31 43 32 52 
38 33 28 51 63 62 56 29 
44 40 57 37 49 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 51 31 43 32 52 
38 33 28 0 63 62 56 29 
44 40 57 37 49 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 51 31 43 32 52 
38 33 0 28 63 62 56 29 
44 40 57 37 49 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 51 31 43 32 52 
38 33 57 28 63 62 56 29 
44 40 0 37 49 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 51 31 43 32 52 
38 33 57 28 63 62 56 29 
44 40 37 0 49 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 51 31 43 32 52 
38 33 57 28 63 62 56 29 
44 40 37 49 0 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 51 31 43 32 52 
38 33 57 28 0 62 56 29 
44 40 37 49 63 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 51 0 43 32 52 
38 33 57 28 31 62 56 29 
44 40 37 49 63 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 0 51 43 32 52 
38 33 57 28 31 62 56 29 
44 40 37 49 63 48 36 39 
35 41 55 34 45 30 46 47 
58 42 59 60 53 61 50 54 

1 2 3 4 5 6 7 8 
9 10 11 12 13 14 15 16 
17 18 19 20 21 22 23 24 
25 26 27 28 51 43 32 52 
38 33 57 0 31 62 56 29 
